state,date,adult_icu_bed_utilization,prob_breach_7d
KY,2022-09-08,0.778774289985052,0.3250838
MT,2022-08-24,0.609090909090909,0.031886037
RI,2022-08-01,0.822695035460993,0.101193964
PR,2022-09-09,0.706240487062405,0.07182129
AL,2022-08-13,0.812418300653595,0.2797718
NY,2022-07-17,0.663065049614112,0.26123008
MT,2022-07-19,0.593607305936073,0.10207407
LA,2022-07-22,0.731364275668073,0.31462538
CT,2022-07-09,0.65414364640884,0.037541192
NH,2022-09-10,0.81578947368421,0.30793247
MD,2022-07-13,0.680379746835443,0.2529835
TN,2022-08-16,0.677611940298508,0.23421757
TN,2022-09-03,0.626183614656237,0.054857243
GA,2022-08-19,0.800230946882217,0.14283037
MA,2022-08-18,0.810372771474878,0.29260328
ME,2022-08-04,0.628834355828221,0.23844273
FL,2022-08-08,0.683513097072419,0.052910186
IA,2022-07-17,0.596014492753623,0.11348684
WA,2022-08-21,0.789288849868306,0.14402634
OR,2022-08-29,0.772321428571429,0.28265253
WV,2022-08-07,0.732171156893819,0.20106362
MS,2022-08-23,0.788694481830417,0.09723052
GA,2022-08-28,0.787086856264412,0.28572085
PA,2022-07-12,0.755555555555556,0.17522453
NJ,2022-08-14,0.406844106463878,0.19592892
CA,2022-08-04,0.730058584948175,0.09281001
KY,2022-07-16,0.759502923976608,0.1739217
NE,2022-09-05,0.690573770491803,0.07175398
AL,2022-07-23,0.805537669027688,0.3570995
PR,2022-08-30,0.704472843450479,0.10489543
CT,2022-08-04,0.634254143646409,0.1532314
MS,2022-08-10,0.728494623655914,0.26414213
WV,2022-08-18,0.761006289308176,0.15318511
AK,2022-09-02,0.816993464052288,0.13134493
CO,2022-07-06,0.643092105263158,0.08658237
VA,2022-09-05,0.667378537106247,0.14281301
HI,2022-08-07,0.579710144927536,0.25786713
SD,2022-07-24,0.506437768240343,0.063229494
PA,2022-08-25,0.762191623637407,0.19081905
MO,2022-07-27,0.759766763848396,0.12491699
ME,2022-09-02,0.698461538461538,0.20025006
MT,2022-07-25,0.576036866359447,0.04524955
RI,2022-08-31,0.785234899328859,0.06425646
NC,2022-08-20,0.815740740740741,0.24402945
WV,2022-07-28,0.768333333333333,0.17425855
AS,2022-07-27,0.571428571428571,0.48900706
SC,2022-07-20,0.710955710955711,0.096467964
CO,2022-09-07,0.596645367412141,0.03034469
PR,2022-07-18,0.704441041347626,0.09327448
NM,2022-08-29,0.796143250688705,0.24288437
NC,2022-09-07,0.830422794117647,0.19522028
IN,2022-07-19,0.727450024378352,0.12865946
NE,2022-08-16,0.768595041322314,0.032347124
WV,2022-07-02,0.752351097178683,0.07886069
WI,2022-09-04,0.683958499600958,0.10142973
NH,2022-08-02,0.774336283185841,0.10322818
DC,2022-08-05,0.768072289156626,0.069142245
NV,2022-09-04,0.712062256809338,0.05279623
CO,2022-08-01,0.633279483037157,0.0472388
NY,2022-07-08,0.713458110516934,0.28816447
KY,2022-07-27,0.776296296296296,0.21609354
TX,2022-08-30,0.879148093115404,0.06474502
NV,2022-09-12,0.698511166253102,0.105322905
TN,2022-08-06,0.655642827614717,0.028627744
NV,2022-07-19,0.787469287469288,0.123131774
OR,2022-09-08,0.766381766381766,0.3728928
WY,2022-07-01,0.358333333333333,0.03725829
VT,2022-08-15,0.702127659574468,0.6388299
NV,2022-08-08,0.735632183908046,0.04581354
GA,2022-07-24,0.752609199845381,0.11781406
OR,2022-08-03,0.783592644978784,0.39058632
KS,2022-07-01,0.6729088639201,0.030915972
NJ,2022-08-03,0.438039351052813,0.1492268
MN,2022-08-11,0.782389937106918,0.061279137
SC,2022-08-13,0.663289166017147,0.11501514
CA,2022-07-05,0.687138067662298,0.017952519
PA,2022-09-03,0.733313902652288,0.22926128
KS,2022-09-11,0.674185463659148,0.02416737
NC,2022-08-30,0.824281150159744,0.46916708
VA,2022-07-10,0.635362014690451,0.13091603
ND,2022-07-03,0.524509803921569,0.21062298
AZ,2022-08-09,0.608776266996292,0.047880713
OH,2022-09-10,0.720624486442071,0.22293991
IA,2022-08-23,0.709386281588448,0.10408971
DE,2022-08-31,0.74585635359116,0.22076313
AL,2022-07-30,0.801561483409239,0.3912378
HI,2022-09-02,0.610328638497653,0.11067257
SC,2022-07-25,0.683346364347146,0.076067634
ME,2022-09-12,0.665625,0.20663093
KY,2022-07-17,0.768469154607768,0.22559778
GA,2022-08-10,0.801156069364162,0.40017545
OH,2022-09-05,0.659724100622126,0.18707474
MI,2022-08-29,0.735800344234079,0.111873664
TX,2022-07-17,0.867734787796148,0.2687625
OK,2022-09-01,0.734229576008273,0.05830576
LA,2022-09-04,0.67578947368421,0.031948242
WI,2022-09-13,0.70555108608206,0.04380145
VT,2022-07-20,0.826086956521739,0.18235192
DE,2022-09-09,0.756906077348066,0.40033728
MA,2022-07-02,0.804858299595142,0.07414294
MA,2022-09-09,0.834426229508197,0.21682993
LA,2022-07-31,0.716619318181818,0.18803717
UT,2022-07-22,0.764705882352941,0.15795438
RI,2022-08-11,0.781456953642384,0.119640075
ID,2022-08-20,0.686695278969957,0.08590272
NY,2022-07-09,0.706078824315297,0.24246572
IN,2022-07-24,0.686676427525622,0.08453218
PR,2022-07-28,0.732394366197183,0.05245908
SC,2022-08-26,0.694638694638695,0.06866154
IN,2022-08-28,0.682228915662651,0.050811984
MD,2022-07-20,0.665605095541401,0.20806716
NV,2022-07-12,0.780976220275344,0.11946408
AK,2022-08-23,0.837837837837838,0.5106512
NH,2022-08-27,0.793859649122807,0.105507836
SD,2022-07-15,0.550847457627119,0.059864115
WY,2022-09-08,0.396825396825397,0.051599864
WI,2022-07-23,0.691729323308271,0.072586216
KS,2022-09-02,0.720812182741117,0.0311613
OH,2022-08-28,0.680885972108286,0.42892376
HI,2022-07-11,0.623762376237624,0.42940345
ID,2022-07-02,0.684410646387833,0.03925063
AZ,2022-07-09,0.620275944811038,0.067215726
NM,2022-08-20,0.778947368421053,0.036000554
ND,2022-08-16,0.600961538461538,0.34705722
WV,2022-08-31,0.789049919484702,0.12142086
SD,2022-07-29,0.520833333333333,0.060533945
RI,2022-08-18,0.76510067114094,0.051228356
CO,2022-08-02,0.653626731866341,0.04957764
PR,2022-07-27,0.687196110210697,0.060419567
FL,2022-08-27,0.70359557467732,0.13684915
NY,2022-08-26,0.710433244916004,0.3826577
MI,2022-08-03,0.775811209439528,0.232106
AS,2022-07-26,0.285714285714286,0.20100336
HI,2022-07-04,0.598130841121495,0.32994002
VI,2023-03-22,0.571428571428571,0.22517088
OH,2022-08-21,0.690989496959646,0.16533984
VT,2022-08-03,0.797979797979798,0.25486308
AK,2022-07-28,0.773049645390071,0.41726795
CA,2022-09-01,0.71552368145824,0.051830288
NJ,2022-09-11,0.424263923377084,0.10643632
WI,2022-07-22,0.702329594477998,0.17649445
MD,2022-09-10,0.648192771084337,0.22250706
NC,2022-08-23,0.831732967535437,0.23340195
IN,2022-08-19,0.710948905109489,0.10067579
IN,2022-07-30,0.720661985957874,0.0631974
SD,2022-07-21,0.548523206751055,0.074242935
PA,2022-09-12,0.73300549609488,0.23290579
TX,2022-09-08,0.873307705164633,0.16146122
UT,2022-08-02,0.725173210161663,0.106781155
LA,2022-07-23,0.731638418079096,0.13888489
IL,2022-09-05,0.575922953451043,0.13054252
WY,2022-08-28,0.308943089430894,0.036315333
MA,2022-08-25,0.804347826086956,0.18066193
VA,2022-08-09,0.650475184794087,0.22660686
TN,2022-07-04,0.620774938169827,0.06686712
VT,2022-07-26,0.797979797979798,0.17762032
NV,2022-07-22,0.753196930946292,0.025707563
WY,2023-02-04,0.442477876106195,0.078750074
MI,2022-08-11,0.759647651006711,0.20898251
KS,2022-08-24,0.736579275905119,0.0605398
MO,2022-07-28,0.758823529411765,0.15747315
WY,2022-08-14,0.384,0.07134242
NM,2022-08-28,0.812332439678284,0.06577023
ME,2022-09-01,0.729813664596273,0.15359806
MA,2022-09-04,0.778337531486146,0.2666516
DE,2022-07-11,0.834254143646409,0.22817467
ME,2022-08-23,0.680781758957655,0.17461665
ID,2022-07-10,0.677655677655678,0.09365191
AL,2022-07-24,0.791015625,0.168064
WA,2022-08-27,0.815217391304348,0.09722879
DC,2022-08-06,0.779874213836478,0.06671777
MT,2022-07-31,0.574660633484163,0.0981139
VT,2022-08-23,0.842105263157895,0.4420376
CT,2022-09-11,0.645695364238411,0.14602453
TN,2022-08-11,0.670234664470976,0.23103736
NH,2022-08-19,0.755555555555556,0.12410012
MD,2022-08-09,0.666666666666667,0.14990766
CO,2022-09-06,0.601281024819856,0.075938396
NH,2022-07-21,0.8,0.2592713
NC,2022-08-01,0.806953339432754,0.23988809
AL,2022-08-17,0.833766233766234,0.4363613
IA,2022-08-01,0.67262969588551,0.1230537
FL,2022-07-25,0.698253207605503,0.35253134
FL,2022-07-31,0.701128110029362,0.23837793
IA,2022-08-15,0.696750902527076,0.1071011
FL,2022-08-13,0.696675900277008,0.047371186
OK,2022-08-04,0.763860369609856,0.1353662
VI,2022-07-09,0.3,0.17172322
MS,2022-08-27,0.750656167979003,0.075114764
WA,2022-08-05,0.811864406779661,0.20231187
FL,2022-08-22,0.680831408775982,0.15579547
WI,2022-08-31,0.727418065547562,0.18915066
KY,2022-07-06,0.779850746268657,0.23011124
SD,2022-07-05,0.523809523809524,0.0494113
AR,2022-08-29,0.709826589595376,0.07091081
HI,2022-07-23,0.641791044776119,0.37351167
OR,2022-08-07,0.763688760806916,0.30825084
WA,2022-07-25,0.803307223672759,0.120077424
CO,2022-07-12,0.635922330097087,0.023759006
MT,2022-09-02,0.564220183486238,0.07219901
AS,2022-08-25,0.571428571428571,0.49369654
WI,2022-07-29,0.703287890938252,0.13368848
NJ,2022-09-01,0.418909592822636,0.10860584
SC,2022-08-22,0.703761755485893,0.107936725
OH,2022-07-30,0.673408845738943,0.12809631
MO,2022-08-25,0.756336405529954,0.18213631
VA,2022-09-09,0.698234349919743,0.27135295
MS,2022-08-18,0.738786279683377,0.22321355
AL,2022-08-16,0.837254901960784,0.13179304
IA,2022-07-27,0.701627486437613,0.039894145
SD,2022-08-29,0.445378151260504,0.05122037
KS,2022-07-18,0.690863579474343,0.033145227
LA,2022-08-06,0.712691771269177,0.093731634
DE,2022-08-30,0.784530386740332,0.5007165
DC,2022-08-14,0.772870662460568,0.38800672
ID,2022-07-03,0.683397683397683,0.03933985
KY,2022-08-05,0.771641791044776,0.18385033
DC,2022-09-05,0.797507788161994,0.28588152
AK,2022-07-07,0.67741935483871,0.041404065
AZ,2022-08-28,0.598651960784314,0.031856436
GA,2022-07-05,0.753685027152832,0.07438374
HI,2022-07-17,0.67156862745098,0.22640681
WI,2022-08-07,0.672171758876961,0.16612384
NJ,2022-08-01,0.41139896373057,0.043524507
NC,2022-08-26,0.825080981027302,0.41058126
RI,2022-07-08,0.852112676056338,0.06393183
MT,2022-08-23,0.645454545454546,0.11095337
UT,2022-09-10,0.671814671814672,0.04875525
WY,2022-09-03,0.317073170731707,0.08905058
AK,2022-07-21,0.826666666666667,0.39994222
AL,2022-09-06,0.810670136629798,0.120140284
WY,2022-08-27,0.357723577235772,0.054552004
MD,2022-09-08,0.693246541903987,0.12536773
CA,2022-08-02,0.713122171945701,0.10023698
WA,2022-07-03,0.809187279151943,0.17907889
HI,2022-09-11,0.617924528301887,0.07700365
PR,2022-07-16,0.719626168224299,0.034150966
KY,2022-08-24,0.792101341281669,0.25536448
NC,2022-07-24,0.786407766990291,0.21501389
NH,2022-07-20,0.794642857142857,0.27399343
DC,2022-09-03,0.759146341463415,0.1339705
NJ,2022-08-12,0.430051813471503,0.17070492
PA,2022-07-28,0.731614654002714,0.063861094
IL,2022-08-03,0.655837889996784,0.15017073
IA,2022-08-26,0.664233576642336,0.07893507
OK,2022-07-25,0.697979797979798,0.15347853
IN,2022-08-18,0.72828723920427,0.054571323
MS,2022-07-27,0.766937669376694,0.276147
DE,2022-08-07,0.685082872928177,0.37259495
AK,2022-07-13,0.71900826446281,0.15169145
AL,2022-07-14,0.831067961165049,0.10658612
ID,2022-09-08,0.775,0.15005696
AZ,2022-08-17,0.617059891107078,0.07321177
LA,2022-07-07,0.729209621993127,0.104186155
IN,2022-07-14,0.718023255813954,0.027593266
VT,2022-07-18,0.802083333333333,0.080351286
OH,2022-07-29,0.681719848566793,0.12260832
NV,2022-08-06,0.767230169050715,0.062255256
VT,2022-09-10,0.795698924731183,0.257438
SC,2022-09-14,0.716923076923077,0.22409214
OK,2022-08-13,0.703092783505155,0.07749645
WY,2022-08-20,0.376,0.06556426
OH,2022-07-21,0.709120345385861,0.17974295
VA,2022-08-22,0.641798941798942,0.21173029
MI,2022-08-17,0.778392173543173,0.19663116
MA,2022-08-02,0.799834574028122,0.20340788
OH,2022-09-09,0.731294374658656,0.1744756
RI,2022-07-11,0.810810810810811,0.068982445
MS,2022-08-29,0.776158940397351,0.11387611
NH,2022-07-17,0.736842105263158,0.18698993
CT,2022-08-24,0.682819383259912,0.1455587
AZ,2022-09-04,0.624620982413584,0.027406303
ID,2022-07-20,0.695970695970696,0.06423596
PA,2022-07-14,0.736030828516378,0.099965625
NY,2022-08-05,0.707044107965767,0.18821886
TX,2022-09-06,0.847087378640777,0.019391261
NJ,2022-08-04,0.435277873662409,0.084444165
OR,2022-09-06,0.739130434782609,0.072602116
FL,2022-09-09,0.725995677678296,0.14014794
GA,2022-09-12,0.781013163143199,0.15125199
TN,2022-09-02,0.650061753808152,0.06959755
CA,2022-07-03,0.699146081122293,0.07449447
MT,2022-07-04,0.579185520361991,0.051238008
CA,2022-08-13,0.710680486705723,0.08734314
SD,2022-08-28,0.441176470588235,0.09805385
TN,2022-09-11,0.64508094645081,0.08590732
NJ,2022-07-26,0.442141623488774,0.072698
WY,2022-07-21,0.443478260869565,0.15389547
ID,2022-08-08,0.744939271255061,0.09731035
MA,2022-09-13,0.830744071954211,0.0628392
DC,2022-08-11,0.786144578313253,0.3741169
AR,2022-08-06,0.676234213547646,0.034567695
TN,2022-07-23,0.648547717842324,0.22080095
VT,2022-09-02,0.793478260869565,0.34232137
CT,2022-07-29,0.656008820286659,0.05709858
LA,2022-07-11,0.709766162310866,0.0553841
KS,2022-07-13,0.712846347607053,0.043771394
NY,2022-08-16,0.708680403331872,0.17603089
UT,2022-08-08,0.695754716981132,0.051855404
MS,2022-09-05,0.73582295988935,0.085868165
NY,2022-08-25,0.704038843522401,0.2678071
NJ,2022-07-04,0.399652777777778,0.05015996
TX,2022-08-15,0.863165051844297,0.06633153
WI,2022-07-11,0.673970201577564,0.0918741
MN,2022-07-20,0.792270531400966,0.13634801
RI,2022-08-07,0.802721088435374,0.3134174
CA,2022-08-31,0.709318285801434,0.060071167
SD,2022-08-09,0.547325102880658,0.1197863
MT,2022-07-12,0.594470046082949,0.09924662
VA,2022-08-26,0.670224119530416,0.22564924
FL,2022-08-03,0.722750997850783,0.059458375
SD,2022-09-05,0.516528925619835,0.108683094
HI,2022-09-01,0.610328638497653,0.1728943
OK,2022-07-22,0.722054380664653,0.08081908
UT,2022-07-20,0.747787610619469,0.09522462
VA,2022-07-24,0.664222105814563,0.14973965
AR,2022-08-15,0.613272311212815,0.08531151
HI,2022-08-11,0.599056603773585,0.074337184
MD,2022-07-21,0.663446054750402,0.046970055
MT,2022-08-14,0.585585585585586,0.08135147
CT,2022-07-27,0.642699115044248,0.104384966
ND,2022-08-06,0.480769230769231,0.17635441
VA,2022-08-21,0.60695468914647,0.16119578
ME,2022-08-10,0.619496855345912,0.3444817
UT,2022-07-17,0.70627802690583,0.11024898
FL,2022-07-12,0.722749540722596,0.090664186
AR,2022-07-01,0.715935334872979,0.14545648
NM,2022-09-06,0.769436997319035,0.14414392
NM,2022-07-03,0.792650918635171,0.13050538
IL,2022-08-12,0.632467532467532,0.12579253
KS,2022-08-23,0.715355805243446,0.016408864
PR,2022-08-06,0.694915254237288,0.18562001
AK,2022-08-22,0.804878048780488,0.29618278
CA,2022-08-22,0.688477737665463,0.048020028
NV,2022-09-03,0.725868725868726,0.08343027
PA,2022-09-11,0.725625539257981,0.22428133
WI,2022-07-10,0.680100755667506,0.04502926
NE,2022-09-04,0.692622950819672,0.061627675
GA,2022-08-27,0.800461361014994,0.35822257
AZ,2022-07-26,0.608536585365854,0.046578437
VI,2022-08-18,0.25,0.3102899
DE,2022-07-20,0.767955801104972,0.32486552
AK,2022-09-01,0.825806451612903,0.3264569
MN,2022-08-30,0.791463414634146,0.12567787
NY,2022-08-02,0.712087912087912,0.38604245
NJ,2022-07-13,0.458015267175572,0.14763549
IL,2022-07-24,0.59572431397575,0.1059425
SC,2022-08-03,0.684375,0.076699905
KS,2022-09-01,0.736842105263158,0.055748016
CA,2022-07-16,0.716570413149711,0.069035016
TX,2022-07-27,0.891580161476355,0.19373778
OR,2022-07-15,0.761428571428572,0.40518194
MS,2022-07-30,0.735900962861073,0.1412775
VA,2022-09-04,0.673555908850026,0.19177797
ID,2022-07-17,0.691176470588235,0.05478346
PA,2022-07-08,0.740159647674099,0.029900623
AK,2022-08-09,0.817518248175182,0.10792897
AL,2022-08-18,0.841115434500648,0.21814965
MN,2022-08-07,0.703379224030038,0.14730039
NY,2022-09-07,0.720704845814978,0.3284224
MN,2022-07-02,0.783517835178352,0.17725334
MN,2022-09-09,0.767189384800965,0.08885453
AL,2022-07-22,0.830508474576271,0.099946454
AZ,2022-07-29,0.616167664670659,0.021698471
VT,2022-08-14,0.714285714285714,0.37246323
MA,2022-08-21,0.779801324503311,0.2811853
RI,2022-07-01,0.86013986013986,0.053582266
CA,2022-08-03,0.727067669172932,0.17086293
PA,2022-08-24,0.756235827664399,0.12276238
PA,2022-09-02,0.737903225806452,0.22159527
WY,2022-07-18,0.302521008403361,0.037804484
NJ,2022-09-10,0.430649166371054,0.13632187
PR,2022-09-05,0.696763202725724,0.17815036
AZ,2022-07-30,0.600607902735562,0.029055277
SD,2022-09-12,0.458677685950413,0.05354939
RI,2022-08-30,0.791946308724832,0.22743241
OH,2022-08-17,0.718396987627757,0.24279773
PR,2022-08-25,0.770577933450088,0.02533953
NJ,2022-08-31,0.424430641821946,0.116048224
WA,2022-07-22,0.824956672443674,0.20599008
KY,2022-07-02,0.726726726726727,0.094335124
ME,2022-07-27,0.677914110429448,0.19054252
NH,2022-08-08,0.747747747747748,0.19464287
DE,2022-07-19,0.790055248618784,0.17726468
DC,2022-09-02,0.779456193353474,0.23800662
IL,2022-09-04,0.589916506101477,0.119419836
MI,2022-07-26,0.766355140186916,0.08796871
MT,2022-08-04,0.618181818181818,0.06145407
CO,2022-08-27,0.624502784407319,0.05134281
KY,2022-07-03,0.696900982615268,0.16566457
ND,2022-08-20,0.483412322274882,0.12720111
AK,2022-09-11,0.802469135802469,0.24661769
OR,2022-07-12,0.768361581920904,0.44540906
WY,2022-08-18,0.456,0.1063152
WA,2022-08-02,0.819574468085106,0.44984528
WA,2022-08-24,0.822608695652174,0.41465735
MI,2022-07-23,0.758078231292517,0.22494535
NH,2022-08-26,0.784140969162996,0.130025
MT,2022-08-03,0.621621621621622,0.062416144
GA,2022-07-28,0.788705339992316,0.1457001
MI,2022-07-15,0.76768968456948,0.21000008
TN,2022-07-28,0.680895151263987,0.18303151
WY,2022-08-09,0.376,0.044028997
IN,2022-09-07,0.692753623188406,0.11690225
OK,2022-08-31,0.729896907216495,0.12085824
WV,2022-09-04,0.723270440251572,0.13130939
OK,2022-07-15,0.763845350052247,0.11773371
ME,2022-07-22,0.684375,0.15467441
NY,2022-08-27,0.692205784941488,0.15448046
GA,2022-09-05,0.768339768339768,0.23438318
NJ,2022-08-23,0.43439226519337,0.085326955
WV,2022-08-30,0.775,0.12173969
GA,2022-08-29,0.901386748844376,0.35160246
MN,2022-08-16,0.733163913595934,0.11030527
ND,2022-07-28,0.504807692307692,0.13749522
KS,2022-09-10,0.697384806973848,0.03659166
UT,2022-07-10,0.732265446224256,0.16577175
ME,2022-09-11,0.664615384615385,0.13513651
AK,2022-07-04,0.608333333333333,0.19489932
DC,2022-08-25,0.787234042553192,0.35620186
NV,2022-07-01,0.785982478097622,0.13809337
GA,2022-07-21,0.805448963929394,0.54441667
NH,2022-07-02,0.695652173913044,0.16971046
ID,2022-07-29,0.71484375,0.09364103
ID,2022-07-28,0.719367588932806,0.11471577
MA,2022-08-16,0.80623973727422,0.22695109
CA,2022-08-30,0.706426259824318,0.09661218
CA,2022-08-12,0.726701570680628,0.13361552
AL,2022-08-11,0.828776041666667,0.1775337
IL,2022-08-02,0.644024351169497,0.24120171
NM,2022-09-13,0.825316455696202,0.06292004
MN,2022-09-04,0.746943765281174,0.05972738
NC,2022-07-13,0.829234972677596,0.40084773
VT,2022-09-01,0.880434782608696,0.38283855
AR,2022-09-03,0.665132336018412,0.026416332
IN,2022-08-26,0.723166585721224,0.17276049
WA,2022-07-07,0.809278350515464,0.16162951
MT,2022-08-12,0.654545454545454,0.068203926
IA,2022-07-13,0.681159420289855,0.08137529
MO,2022-09-03,0.711267605633803,0.10411165
NE,2022-08-29,0.721413721413721,0.16299057
AK,2022-07-25,0.791666666666667,0.28923535
CT,2022-07-08,0.667035398230088,0.06476964
MT,2022-09-01,0.63013698630137,0.074670814
SD,2022-08-17,0.493670886075949,0.08692088
VI,2022-09-13,0.5,0.15865493
PR,2022-07-23,0.695517774343122,0.10531479
CO,2022-07-14,0.636585365853658,0.047894027
KS,2022-08-15,0.686868686868687,0.040268064
NH,2022-09-02,0.771929824561404,0.08843742
AR,2022-08-08,0.689017341040462,0.077856705
MN,2022-07-01,0.791515151515152,0.12692201
CO,2022-07-31,0.619469026548672,0.014402005
OR,2022-08-26,0.768115942028986,0.30553415
OH,2022-07-11,0.674685912857525,0.043921072
FL,2022-09-08,0.722239358420728,0.087258756
FL,2022-07-03,0.676402767102229,0.10818972
AS,2022-09-13,0.428571428571429,0.4789304
ND,2022-08-25,0.571428571428571,0.3641171
VA,2022-07-05,0.641649048625793,0.15122306
LA,2022-07-18,0.710749646393211,0.1358357
VA,2022-08-29,0.656366542354822,0.18049349
AK,2022-07-26,0.828358208955224,0.41536307
SC,2022-09-01,0.675486381322957,0.05732848
WI,2022-09-09,0.721559268098648,0.2813605
UT,2022-07-21,0.741496598639456,0.13514723
NE,2022-08-15,0.725206611570248,0.018582659
OR,2022-08-01,0.773775216138329,0.3742317
CT,2022-08-23,0.679120879120879,0.080997206
ME,2022-08-22,0.59271523178808,0.29151055
MT,2022-09-11,0.527027027027027,0.034239624
VA,2022-08-07,0.612903225806452,0.1544292
AK,2022-08-12,0.855172413793104,0.41758022
NY,2022-08-19,0.698901098901099,0.15367031
TN,2022-09-01,0.6741895773492,0.052548967
SD,2022-07-19,0.520833333333333,0.025676707
KS,2022-08-04,0.716934487021014,0.029072803
DC,2022-08-28,0.737003058103976,0.0664665
IA,2022-07-16,0.589090909090909,0.047046624
MD,2022-09-06,0.654272151898734,0.06161357
OR,2022-08-27,0.75811209439528,0.21338308
MS,2022-09-12,0.764945652173913,0.09534359
PA,2022-08-16,0.748715019988578,0.09650816
ME,2022-08-05,0.686335403726708,0.30838376
WY,2022-08-08,0.336,0.049078353
AL,2022-07-03,0.69750656167979,0.06815099
MN,2022-08-15,0.72264631043257,0.13540156
CA,2022-07-15,0.726801835133935,0.16301467
NY,2022-07-28,0.721379916501868,0.20103149
SC,2022-09-08,0.723304754481684,0.03684349
IA,2022-07-06,0.692585895117541,0.04005426
HI,2022-08-14,0.552380952380952,0.26968068
OR,2022-07-05,0.714701601164483,0.38926348
MS,2022-07-08,0.707219251336898,0.18758532
KS,2022-07-25,0.667080745341615,0.045743145
OH,2022-08-09,0.707218167072182,0.17971848
MD,2022-08-27,0.642301710730949,0.17627563
VT,2022-08-22,0.758241758241758,0.25911817
TX,2022-07-12,0.88022331246828,0.30582473
OH,2022-07-18,0.675419599350298,0.08667254
UT,2022-07-03,0.720183486238532,0.08529261
ME,2022-08-31,0.668730650154799,0.2802525
KS,2022-07-26,0.736059479553903,0.02480697
LA,2022-07-29,0.737796373779637,0.05115975
MT,2022-07-16,0.518181818181818,0.10459177
AK,2022-08-04,0.805755395683453,0.24098381
OK,2022-08-12,0.713842975206612,0.16775228
WV,2022-07-24,0.709515859766277,0.18479037
DC,2022-07-16,0.775757575757576,0.06931422
FL,2022-08-12,0.709341500765697,0.05893732
IN,2022-07-31,0.700953336678374,0.066413656
TX,2022-07-06,0.858522534733988,0.113406576
FL,2022-08-21,0.684806201550388,0.23913562
LA,2022-07-19,0.731980405878236,0.20186912
VT,2022-08-01,0.71,0.2479362
CA,2022-07-25,0.697137719166792,0.11434329
MI,2022-07-04,0.729355814958928,0.04706099
AZ,2022-08-16,0.597457627118644,0.020300744
ND,2022-07-09,0.484536082474227,0.06784188
IN,2022-09-06,0.651016456921588,0.07111113
MT,2022-08-22,0.648401826484018,0.10058654
MT,2022-07-23,0.570776255707763,0.057741072
GA,2022-08-17,0.805927730410069,0.1418403
PA,2022-08-05,0.72638700947226,0.17289452
NJ,2022-09-09,0.438312829525483,0.10896611
MO,2022-09-08,0.762370540851554,0.1898842
GA,2022-07-22,0.803094777562863,0.4813815
CA,2022-07-22,0.726336513705891,0.3303927
DC,2022-07-23,0.780487804878049,0.0926546
CO,2022-08-26,0.62589928057554,0.03715861
NC,2022-07-26,0.813888888888889,0.31469327
VT,2022-07-27,0.727272727272727,0.30946714
ME,2022-08-13,0.625,0.10198748
NV,2022-07-20,0.78168130489335,0.08667413
RI,2022-07-19,0.86013986013986,0.08684575
NJ,2022-07-25,0.415889464594128,0.093214676
NY,2022-09-13,0.73629760070438,0.3809368
HI,2022-08-25,0.622641509433962,0.28290626
MS,2022-08-17,0.765171503957784,0.21750183
IN,2022-07-28,0.707551707551708,0.21419962
TX,2022-07-16,0.870629370629371,0.27292556
NH,2022-07-12,0.78125,0.28830436
WV,2022-09-13,0.798013245033113,0.23521109
DE,2022-07-08,0.80327868852459,0.3541332
ME,2022-09-10,0.667711598746082,0.17933197
FL,2022-09-01,0.713362068965517,0.033387363
MO,2022-08-06,0.735571260306243,0.16421242
VA,2022-08-12,0.657548658600736,0.10949002
NC,2022-08-08,0.785514018691589,0.45146587
MT,2022-08-13,0.6289592760181,0.10657301
OK,2022-07-03,0.662,0.042524446
VT,2022-08-04,0.810526315789474,0.22220899
DE,2022-07-30,0.845303867403315,0.1336677
WA,2022-07-15,0.81786941580756,0.17064181
IA,2022-08-18,0.686486486486486,0.11367838
TN,2022-08-05,0.653272576636288,0.13645369
MI,2022-07-05,0.735583084152072,0.11216689
OH,2022-07-04,0.63996741786587,0.03306447
IN,2022-08-11,0.707870593915983,0.066264376
SD,2022-08-21,0.463829787234043,0.064975925
NM,2022-08-18,0.793814432989691,0.10567619
AZ,2022-07-07,0.617021276595745,0.090247534
AR,2022-08-14,0.653318077803204,0.0585104
MD,2022-07-18,0.63768115942029,0.1264928
MT,2022-07-26,0.598173515981735,0.04502071
KY,2022-07-15,0.774264705882353,0.2912028
MO,2022-07-14,0.779076563413209,0.24816634
WA,2022-07-06,0.823580786026201,0.22887334
AK,2022-09-10,0.842105263157895,0.082676254
MN,2022-07-19,0.780788177339902,0.14686811
SD,2022-07-22,0.552301255230126,0.08678349
MA,2022-08-30,0.814876033057851,0.2566497
CA,2022-09-10,0.720449711333941,0.08388128
UT,2022-09-08,0.663442940038685,0.043849185
PA,2022-08-23,0.753648068669528,0.20457703
PA,2022-07-26,0.7539637599094,0.09907516
OK,2022-08-23,0.761410788381743,0.10564052
VI,2022-09-06,0.4,0.35811025
NY,2022-07-07,0.713777777777778,0.23916072
DE,2022-07-01,0.790055248618784,0.32199162
AL,2022-09-13,0.837254901960784,0.19557264
UT,2022-07-02,0.76510067114094,0.06961929
WI,2022-08-26,0.727416798732171,0.16806206
NE,2022-09-03,0.711618257261411,0.042944193
